,text
571,@AppStore @apple When is the release for the new #infiniteflight update in the appstore? @flyingdevstudio says the Update is in your hands
572,Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple
573,"Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7"
574,my iPhone is fucked. Thanks @apple and @EE what great help you were. Where can i get a new iPhone from?
575,"#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S, Coming in 3 Styles...http://t.co/0XbmuVdZpL"
576,Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod
577,"Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM"
578,@alharding if only @apple had robots reviewing apps!
579,Confirmed: Bose speakers returning to #Apple Stores after removal earlier this year - http://t.co/yXPyde3TvQ #AAPL #BeatsElectronics
580,"had android chargers for years &amp; they're still top tier. please keep up, @Apple."
581,#Apple Campus 2 December 2014 update + Drone Flyover video - http://t.co/WvHhksxGD3 #AAPL #CompanyTagged http://t.co/x3B0qMBvkp
582,@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone
583,'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1
584,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite
585,#IPhone6 #Plus Captures 41% of US #phablet Sales #aapl http://t.co/pbM5D7Z7Gw
586,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd
587,Anti-Discrimination Bill To Be Named After @Apple CEO @TimCook http://t.co/qEZlIPc8Z2 via @theinquisitr @LGBT #LGBT #Gayrights #Alabama
588,Lol dying @apple http://t.co/EP8hQb2O2H
589,@stevewoz watcha doing there with the soldering iron woz at @BloombergNews  and the @apple II computer are you swapping caps?
590,"85 Ideas from 85 Years: Microchips, @google , @Walmart, @apple, junk bonds, the Pill and Singapore make the list. http://t.co/515obKajDK"
591,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX
592,Thank you @apple
593,Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww
594,Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c
595,RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple
596,"proof @apple does not use it's own products. freaking MAIL shows up in SEARCH FOR FILE in the FINDER!

nut kicks. http://t.co/64hu4wqNkV"
597,That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[
598,@swerviinnn @Apple multiply by 100
599,@BmoneySlamdog23 @Apple every time I type the word yA it capitalizes the a. Drives me nuts.
600,@smiIingbarakat @Apple YEAH APPLE UR SLACKIN
601,"I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5"
602,@Apple deleted users' non-#iTunes music and didn't tell them about it http://t.co/UyT2ePDlTw via @Appy_Geek #apple #music
603,"What to expect from Apple in 2015 $AAPL #aapl
http://t.co/7Dq9vBdt3H"
604,@5SOS OMG THIS WOULD ACTUALLY BE A RLLY CUTE EMOJI @apple
605,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail"
606,@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!
607,#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T
608,@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch
609,T-MOBILE/IPHONE LTE PHONE CALL WORK-AROUND http://t.co/rctGxbHpJH #iPhone6 #TMobile #Apple @apple #tech #smartphone http://t.co/nBlIiAW1JU
610,Here's @Apple's next great #business! What will be Apple's primary source of revenue in 2015? http://t.co/Y6gvYZcYHp #service #company
611,"Apple Adds New Flyover Locations to Maps, Siri Movie Showtimes in More Countries [iOS Blog] http://t.co/758TjE7alk #AAPL"
612,@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.
613,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA
614,@kaitlynpearle @Apple get android
615,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn
616,Lets go shopping!!! @apple http://t.co/uTFUHuoJIi
617,The 19-Year-Old #WizKid Who Turned Down @Apple Has Nabbed Backing From A #Hollywood Star http://t.co/PoqfGOeVSU
618,@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though  I only own iPod.
619,"iPhone 7 Release Date With Top 10 Most Needed Features $AAPL #aapl
http://t.co/6jmAQkj3rj"
620,That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK
621,@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?
622,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!"
623,why isnt group facetime a thing @apple wtf
624,"Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar.... http://t.co/fw8BCu1DOD http://t.co/dlrmFkDKHh"
625,@apple IOS8 is still shit
626,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
627,"On December 11th, @Apple will be hosting Hour of Code programming workshops  via @9to5Mac http://t.co/wD82vIeXw7"
628,@Apple with the Hour of Code for @codeorg http://t.co/mCxrLxX9kb via @TechCrunch. How about startups join and teach coding too?
629,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k"
630,"#Top #iPhone and #iPad games of #2014: @Apple [#Apple] names Monument Valley &amp; #Threes. (#Tuesday, 9 #December) http://t.co/Zj6QFN5lkp"
631,over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO
632,"What Every Young #Designer Should Know, From Legendary @Apple Designer Susan Kare
http://t.co/7vqhjJ7BWC http://t.co/NHthTHaG3g"
633,"@marxculture @AppleUK_ @Apple ugh, I'm no longer a dev, remember? I now wear a suit. Oh wait, I don't like suits :) Yeh I'll probly do it..."
634,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26
635,"Report: Apple's Hiring Fashionistas To Help Flog Its Watch  $AAPL #aapl
http://t.co/uFZCW60Ocr"
636,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx"
637,"Fantastic service today @Apple store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently."
638,#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM
639,RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading.
640,@DelenaNian4eva_ @Apple chill?
641,CNBCTV:  Citi's #Apple optimism #aapl http://t.co/CGRe961fib
642,RT @Amdocs: Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP
643,"#Will @Apple [#Apple] head back to #Jobs ideology with 4in #iPhone6s?. (#Monday, 8 #December) http://t.co/wpplCjgEYf"
644,Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support [Mac Blog] http://t.co/Sofxp2HvlB #AAPL
645,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you."
646,"Get Ready for an Unbreakable #Apple #iPhone | InvestorPlace
#aapl http://t.co/YgLYZoqkO6"
647,my notifications are so messed up thank u @apple
648,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G"
649,@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter
650,"APPLE - Fibonacci Technicals Levels -LAST  Intraday  Update - $AAPL #aapl 
http://t.co/P66pCgDlij"
651,@DustynMichael got enough @apple  products? http://t.co/nts3ebIxAL
652,@Apple retail locations to offer free coding workshops Dec 11th as part of 'The Hour of Code' http://t.co/4YVXawpyjb
653,Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT
654,Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. 鶯50 to change.
655,How many iphone chargers do I need to go through? @Apple make charger durability a point in the new iPhone
656,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D
657,I'm not happy about that @apple
658,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning
659,"@yungshamwow @Apple apple sucks,"
660,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WpnlcmBcSB"
661,@Apple why is flag next to delete in email? Wouldn't it make more sense next to Mark as unread on the other side? accidentally deleting
662,Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/psajA2okfM via @themotleyfool #Wearables #WearableTech #Apple
663,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
664,Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP
665,@Apple technology..is becoming very undesirable. These glitches are constantly stopping my from working
666,@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.
667,"It's been said 'don't talk about politics', But I can't take it anymr. I'll still post about @cisco, @apple and others. But we need change."
668,First @Apple employee: The remarkable odyssey of Bill Fernandez via @techrepublic  http://t.co/Kj4GDYMrqw
669,RT @gxldblvnts: thanking @apple for the 'do not disturb' feature
670,"Apple Stores recruiting fashion/luxury experts ahead of Apple Watch debut $AAPL #aapl
http://t.co/AD9wcBYfRa"
671,"Apple is developing an iPhone that fires LASER BEAMS to map surroundings, patent reveals
http://t.co/fG4Zrvq8Bk #aapl #hnhd"
672,HATE @APPLE SO MUCH. RUIN MY LIFE
673,@Apple YOU'RE NOT EVEN THE REAL FUCKING APPLE COMPANY WHAT THE FUCK AM I SUPPOSED TO DO
674,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV #AAPL"
675,My phone is plugged in and losing battery. Thanks @apple
676,@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple
677,"iPhone 6, 6 Plus Availability And Wait Time Update $AAPL #aapl
http://t.co/qdJLBaw3DZ"
678,BloombergTV:  Steve #Wozniak on What Really Happened in #Jobs' Garage http://t.co/M5Pl6xLjuV via @BloombergTV #Apple #aapl
679,So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech
680,"RT @uTunes3000: Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews"
681,"http://t.co/D2TeKpbQyw
@Apple Default search engine"
682,Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL
683,@engadget why are apple users surprised? @apple tells them how to hold their phones what's on their phones &amp; what they can listen to #isheep
684,"RT @theiphonews: #IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od"
685,Great service at @Apple #BethesdaRow thanks Jenna and Brandon!!!!!!!
686,@daulfn @AppleUK_ @Apple It's what most of our devs do
687,@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an
688,#AAPL:12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday ...http://t.co/QSxQQPAg2q
689,MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple
690,"@Apple Sales@ IMac 24inch 2007 updated with Yosi... great family device, refurbished.. 鶯330.00 3 Month Warranty... http://t.co/hJ3fM4MxmN"
691,RT @paisley_smithh: Real tired of my charger breaking every month @Apple
692,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44"
693,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4
694,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p
695,Hey @apple are you even thinking about fixing your wifi issues? #YosemiteProblems
696,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low"
697,"Final #AAPL #PutCallRatios for Wednesday, December 3, 2014 http://t.co/Lc6B7m7jut"
698,@apple#ipad #irig  For the price to connect my guitar I could buy a real amp loud enough to perform! #ripoff
699,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple
700,"@brettgilmour @Apple You're not the only one apparently, based on that last interview we did with @carmilevy"
701,Yo @apple I didn't need a subject line for my text &amp; iMessages folk.
702,RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months
703,"Could Apple Inc. Sell 24 Million Apple Watches in 2015? $AAPL #aapl
http://t.co/DK99Rq2U1e"
704,"RT @JPDesloges: Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL"
705,The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh
706,"RT @JPDesloges: Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT"
707,"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5"
708,Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage
709,"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/D78wUFxrkK"
710,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn
711,2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea
712,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
713,@SwiftKey @Apple Oh In wish you guys would port hebrew from the android version already! I have swapping abck and forth
714,@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs
715,@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.
716,"#IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od"
717,Fuck you @Apple my phone has been searching for service for almost a complete day
718,Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey
719,See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh
720,#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S; Come in 3 Styles...http://t.co/0XbmuVdZpL
721,@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple
722,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten"
723,I hate you so much @apple @macs
724,Is Apple The Most Important Stock On Earth?  http://t.co/xylQ5d5JN5 #aapl http://t.co/PwxjC5o8Q8
725,My iPhones working without a SIM card on 3G (not on wifi) #wtf @apple
726,real quick shout out to @apple for your technology never working
727,Just had to buy a replacement phone charger for my son's iPhone. $40. That's why I'll never buy and @apple product for myself. Just greedy.
728,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol
729,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple"
730,@umo_games @Apple ended up getting a new computer anyhow (work computer) Here's how you can switch between vid cards http://t.co/kuISePVc0o
731,The power of @Apple 's strong branding and store design in one photo http://t.co/CJObpVZeZk via @qz http://t.co/hD6P7hJhW8
732,"Is It Time to Buy the Dip in Apple Inc. Stock? $AAPL #aapl
http://t.co/mzLzxlhEsl"
733,Being held hostage at @apple - They are replacing the whole phone. Last backup at 630 a.m. this morning so anything since was byebyebye.
734,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS
735,#AAPL:PM Abe says Apple to build technical center in Japan...http://t.co/DeavV9AYMk
736,"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News"
737,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.
738,RT @muchtech: @Apple Planning to Open 500 iStores in India :http://t.co/HhRlHFcdUP
739,@Apple why isn't there an otter emoji
740,"@OneRepublic @Apple that looks amazing, don't think anyone can say they recorded music on a plane haha"
741,"CGK had laptop prob today.  @apple  Local #, useless. Tech support, useless. 1 hr at Genius Bar, useless.  Buy a PC next time?"
742,@apple Excellent customer service thanks Ian #applestorecoventgarden
743,Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask
744,BloombergTV:  #Wozniak: What Really Happened in #SteveJobs' Garage http://t.co/dmNbZukzoz #aapl
745,These Damn @Apple Commercials Are Getting Worse and Worse
746,"iPhone 6 Plus Captures 41% 'Phablet' Sales in the U.S. $AAPL #aapl
http://t.co/afedrJ4EPr"
747,"Why Apple Watch May Be a Luxury Fashion Hit  $AAPL #aapl
http://t.co/e8PoX8RNyx"
748,Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu
749,Finally updated to iOS 8...this happened ha weird glitch fix it please @apple http://t.co/LCoGg7yfEz
750,"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! @Apple"
751,@apple DUCK OFF
752,@apple on hold 56 min....
753,the fuck kinda gay shit you print in the fucking ketosis @apple
754,@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it
755,"Apple Inc. vs Google Inc: The Battle Of The Tech Giants $AAPL #aapl
http://t.co/JrU4mZeGcG"
756,The stage is set at @apple #cwb for @edwardkb @lielaineyl @cc_nimbu @jethromullen Vivien Liu #instasavvy http://t.co/51HQnC7S2O
757,#Apple heads to trial over iTunes update #AAPL http://t.co/BevWxGyCVk
758,@CarlaBarlaCakes @MoBiggaa @Apple snapchat?
759,@OneRepublic @Apple Maximally concentrated Brent ^_^
760,"Apple MacBook (鶯949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F"
761,s/o @apple for this really great charger that works so well! #not
762,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5"
763,Apple ! @apple http://t.co/tCfTmuauMY
764,"The customer service from @apple  is the BEST. In for years having and enjoying their products, I have ZERO complains. Thanks #apple"
765,Hey @Apple I think u need a new product: iPster
766,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.
767,@Apple get your shit together I hate you
768,@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot
769,RT @TypicaIStoner: RT if you think @Apple should approve this Emoji http://t.co/MI6sKtkaye
770,but when is @apple gonna let me italicize
771,I hate my MacBook now. Fuck this update and fuck you @apple
772,You'll be back in my life soon @apple
773,um where's the mango emoji @apple
774,FUCK U @apple i just dropped my new IPHONE6  and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE
775,"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL"
776,Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL
777,@nialIhburn @Apple TRES
778,Hey @apple @sprint I'm not a fan of your latest commercial!!
779,@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.
780,@angelicaxpham does it look like i fucking have 12 days @apple
781,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport
782,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL
783,"Dan Nathan: How To Profit From Apple Stock? 
$AAPL #aapl
http://t.co/wkEoflid2Q"
784,"@Apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro"
785,Not sure who is worse @ATT @Apple vacations or @SovereignBankUS
786,@illogikal @Apple nigga fuck yo couch lol
787,Jeff Daniels in Talks to Play Former Apple CEO John Sculley in Aaron Sorkin's Steve Jobs Movie [Mac Blog] http://t.co/qg1CP2ozaW #AAPL
788,RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE
789,"@apple Why is your NYC Grand Central store so bad when it comes to service? 14th Street is much, much better..."
790,"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE"
791,@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub
792,Jimmy Iovine to Apple: 'You Have a Hole in Music Right Now; Let Me Plug It' http://t.co/RwolD40zwI #AAPL
793,"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple"
794,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7"
795,It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
796,RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks
797,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh."
798,3 More #AppleWatch Details Exposed #aapl http://t.co/PEvFaMKC8O
799,@Apple reveals its Best of 2014 app list- Elevate and Threes! top the list http://t.co/mihPqPozLt via @Techland
800,@Apple the no caller ID thing is scary as heck and I suggest you stop it
801,No at typo changing my words. Get it together @apple
802,"RT @JPDesloges: Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7"
803,Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/SLtEs6ZKFE #AAPL
804,"How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7"
805,@Apple your chargers SUCK
806,"RT @SRIG911: After #China, #Russia may ban some @Apple products, fearing #espionage: 

http://t.co/uJUZ2SWqgD http://t.co/5dJC9KeUqP"
807,"Lol fuck you @apple, if I'm going to pay you my left arm &amp; leg for a product.. make it last for more then a couple months #ShittyChargers"
808,Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA
809,@DannyRosin @Apple Agreed!
810,My cat only chews @apple cords. Such an #AppleSnob.
811,@apple fix os x please.
812,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll #MFi"
813,"@Apple [#Apple] #Inc. is Catching up on #iPhone6 Supply, #But Still Lagging Demand. (#Monday, 8 #December) http://t.co/9QpCt7zirF"
814,Yay @Apple customer support was super nice and helpful and now my iMessages is verified.
815,@renoxalex @Apple or hang loose ???
816,@_emilymahon @nosheenh2oo9 @Apple shut the hell up
817,#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa
818,"Note to @apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful."
819,Ironic that we're at a PR event (#mp15) talking about companies that don't need more people talking about them (@google @apple @facebook)
820,"Apple Adds New Apple TV Channels for UFC, The Scene, Fusion, and Dailymotion http://t.co/6ch8upBX49 #AAPL"
821,@calemcmartin blame @apple
822,Just broke my 3rd charger of the month. Get your shit together @apple
823,@SamJam Agreed--have to give props to @Apple for battery life on new iPhones. It's SO good. #TL_Chat
824,Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka
825,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot
826,"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/0K1VgDqHqE #AAPL"
827,.@Apple patents new tech that shifts #iphone's center of gravity during falls so it lands with minimal damages. http://t.co/Keq4BpXQDU
828,Top Expert Consensus for $AAPL is Moderate Buy https://t.co/fVKriCdeDZ #NASDAQ #stocks #AAPL
829,@Apple YH News Apple's antitrust lawsuit may not have any plaintiffs: The lawyer suing Apple for antitrust may...  http://t.co/hNuWafq0sI
830,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL
831,"It's 2014, why doesn't iTunes support .flac files? I mean at least be able to covert em. Yall so fuckin petty @Apple"
832,@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba
833,10 best #SteveJobs #apple #aapl #tech30 http://t.co/FkrkG1iF7g via
834,"Sales Of The iPhone 6 Plus Have Settled A Long-Running Argument About Apple And Smartphones $AAPL #aapl
http://t.co/4oaDjSZwg9"
835,"My phone died at 8%, why would you let this happen @apple?"
836,"Steve Jobs: 'I don't know what the claims in the case are' $AAPL #aapl
http://t.co/5Ufd8p9qxs"
837,"Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To Invest It $AAPL #aapl
http://t.co/OLEVFjA8HP"
838,@l0lvivivuvu @sextsatan @Apple And replied... #livingthedream ~ARI
839,@Apple Stop liking man.
840,Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL
841,"Apple: quarter 2014Q3 EPS is $1.42. Use it at #free App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS"
842,Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry
843,Can't believe @Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for 鶯500 to repair.
844,"Apple could release 4-inch iPhone 6 Mini next year $AAPL #aapl
http://t.co/lyomrvbCe0"
845,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple
846,@GriffinNW @Apple @tacobell I love you @tacobell!
847,Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash http://t.co/OxWmavCScN
848,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso"
849,Thank u @apple I can now compile all of the pics that i communicate with in one place http://t.co/tq1lo09oyA
850,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?"
851,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.
852,Worst thing I ever did was update the software on my computer. This update is trash @apple
853,@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!'
854,@OneRepublic @Apple Ooh my god
855,@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.
856,"@apple ima need yall to get your shit together, my phone is fucking up something serious"
857,"Early Movers: ANF, TJX, TGT, LYV, #AAPL &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/Rwjm3lpzRN"
858,"RT @WildJazie: Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota"
859,"No @macbook today,charger broken .help please @apple what can i do..."
860,"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes"
861,Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad
862,#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E
863,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL
864,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4"
